Entry,Status,Protein names,Interacts with,Organism,Mass,EC number
O43924,reviewed,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta (GMP-PDE delta) (Protein p17)",Q9NXU5; Q0P5N6; P36404; P36405; Q5XKR4; P51153; Q15382; Q92834; Q92834-2; Q9D0J4; Q9WUL7; Q7DB77,Homo sapiens (Human),"17,420",
P18545,reviewed,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma (GMP-PDE gamma) (EC 3.1.4.35)",O14503; Q96JM7; D3DTS7; O43741; Q8R511; P62994; Q9QY17; Q63787,Homo sapiens (Human),"9,643",3.1.4.35
Q13956,reviewed,"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma (GMP-PDE gamma) (EC 3.1.4.35)",Q6NUP5; P28329-3; Q14019; P22607; P78424; O43741; Q9UMX0,Homo sapiens (Human),"9,074",3.1.4.35
Q13946,reviewed,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A (EC 3.1.4.53) (HCP1) (TM22)",,Homo sapiens (Human),"55,505",3.1.4.53
Q9NP56,reviewed,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B (EC 3.1.4.53)",,Homo sapiens (Human),"51,835",3.1.4.53
O60658,reviewed,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A (EC 3.1.4.53)",,Homo sapiens (Human),"93,304",3.1.4.53
O95263,reviewed,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B (HsPDE8B) (EC 3.1.4.53) (Cell proliferation-inducing gene 22 protein)",,Homo sapiens (Human),"98,979",3.1.4.53
O76083,reviewed,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A (EC 3.1.4.35)",O95817; P49759; Q49AN0; Q9H8Y8; P60410; Q9BYR5; Q9BYQ4; Q14657; Q8NAJ2; P25791; Q9BRA0; Q7Z3S9; O76083-2; Q96FC7-2; P49888; Q13049; Q9Y260; Q9BRU9; O95817; Q16543; P49759-3; Q49AN0; A8MQ03; Q15051-2; Q63ZY3; O76011; Q07627; Q8IUG1; P60409; P60410; P60411; P59991; P60328; P26371; Q14657; Q16649; Itself; O76083-4; Q96FC7; Q99633; O00560; P49888; Q13049; O15205; P61964; Q13049,Homo sapiens (Human),"68,493",3.1.4.35
Q9HBH1,reviewed,"Peptide deformylase, mitochondrial (EC 3.5.1.88) (Polypeptide deformylase)",,Homo sapiens (Human),"27,013",3.5.1.88
P04085,reviewed,Platelet-derived growth factor subunit A (PDGF subunit A) (PDGF-1) (Platelet-derived growth factor A chain) (Platelet-derived growth factor alpha polypeptide),P16234; Itself; Q12797-6; O95983-2; Q99750,Homo sapiens (Human),"24,043",
P01127,reviewed,Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide) (Proto-oncogene c-Sis) (Becaplermin),Q9P287; Itself; P16234; P09619,Homo sapiens (Human),"27,283",
Q9GZP0,reviewed,"Platelet-derived growth factor D (PDGF-D) (Iris-expressed growth factor) (Spinal cord-derived growth factor B) (SCDGF-B) [Cleaved into: Platelet-derived growth factor D, latent form (PDGFD latent form); Platelet-derived growth factor D, receptor-binding form (PDGFD receptor-binding form)]",,Homo sapiens (Human),"42,848",
P16234,reviewed,Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor) (CD140 antigen-like family member A) (CD140a antigen) (Platelet-derived growth factor alpha receptor) (Platelet-derived growth factor receptor 2) (PDGFR-2) (CD antigen CD140a),P46108; P46109; P00533; Q8N6L0; P04085; P01127; Q9NRA1; Q9NRA1-1; A8T7D5; P05067; Q8IY26,Homo sapiens (Human),"122,670",2.7.10.1
P09619,reviewed,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b),P05067; Q8TAP6; P06241; Q14451; P14778; P35968; Q53G59; Q5T749; Q15323; O76011; P60411; P60328; O94898; O75581; P01127; P27986; P19174; P60484; P18031; Q06124; Q05209; Q12913; P20936; Q13239; O14745; Q15654; P0CK45; P35918; P23727; P08487; P41499; P25020,Homo sapiens (Human),"123,968",2.7.10.1
Q15198,reviewed,Platelet-derived growth factor receptor-like protein (PDGFR-like protein) (PDGF receptor beta-like tumor suppressor),,Homo sapiens (Human),"41,861",
P08559,reviewed,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (EC 1.2.4.1) (PDHE1-A type I)",Q16891; P11177; Q15118; P11177-1,Homo sapiens (Human),"43,296",1.2.4.1
P11177,reviewed,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)",P10515; P08559; P08559-1,Homo sapiens (Human),"39,233",1.2.4.1
O00330,reviewed,"Pyruvate dehydrogenase protein X component, mitochondrial (Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex) (E3-binding protein) (E3BP) (Lipoyl-containing pyruvate dehydrogenase complex component X) (proX)",Q6RW13; Q9UHD4; P09622; Q9Y6E7,Homo sapiens (Human),"54,122",
Q15118,reviewed,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 1) (PDH kinase 1)",P05067; P08559; Q16513; P31749-1; P31751-1,Homo sapiens (Human),"49,244",2.7.11.2
Q15119,reviewed,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 2) (PDH kinase 2) (PDKII)",P42858,Homo sapiens (Human),"46,154",2.7.11.2
Q15120,reviewed,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 3)",P10515,Homo sapiens (Human),"46,939",2.7.11.2
O00151,reviewed,PDZ and LIM domain protein 1 (C-terminal LIM domain protein 1) (Elfin) (LIM domain protein CLP-36),O43707; P14136,Homo sapiens (Human),"36,072",
O15530,reviewed,3-phosphoinositide-dependent protein kinase 1 (hPDK1) (EC 2.7.11.1),P31749; Q00005; O75385; P54252; P42858; Q8WXH2; Q8IUH5,Homo sapiens (Human),"63,152",2.7.11.1
P52945,reviewed,Pancreas/duodenum homeobox protein 1 (PDX-1) (Glucose-sensitive factor) (GSF) (Insulin promoter factor 1) (IPF-1) (Insulin upstream factor 1) (IUF-1) (Islet/duodenum homeobox-1) (IDX-1) (Somatostatin-transactivating factor 1) (STF-1),,Homo sapiens (Human),"30,771",
O00764,reviewed,Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase),,Homo sapiens (Human),"35,102",2.7.1.35
P01213,reviewed,Proenkephalin-B (Beta-neoendorphin-dynorphin) (Preprodynorphin) [Cleaved into: Alpha-neoendorphin; Beta-neoendorphin; Big dynorphin (Big Dyn); Dynorphin A(1-17) (Dyn-A17) (Dynorphin A); Dynorphin A(1-13); Dynorphin A(1-8); Leu-enkephalin; Rimorphin (Dynorphin B) (Dyn-B) (Dynorphin B(1-13)); Leumorphin (Dynorphin B-29)],,Homo sapiens (Human),"28,385",
Q9BY49,reviewed,"Peroxisomal trans-2-enoyl-CoA reductase (TERP) (EC 1.3.1.38) (2,4-dienoyl-CoA reductase-related protein) (DCR-RP) (HPDHase) (Short chain dehydrogenase/reductase family 29C member 1) (pVI-ARL)",,Homo sapiens (Human),"32,544",1.3.1.38
Q9GZU2,reviewed,Paternally-expressed gene 3 protein (Zinc finger and SCAN domain-containing protein 24),,Homo sapiens (Human),"180,827",
Q8IZL8,reviewed,"Proline-, glutamic acid- and leucine-rich protein 1 (Modulator of non-genomic activity of estrogen receptor) (Transcription factor HMX3)",P84243; O60341; Q9NU22; P19838; P06748; Q9H4L4; P61956; Q9BV38,Homo sapiens (Human),"119,700",
P01210,reviewed,Proenkephalin-A [Cleaved into: Synenkephalin; Met-enkephalin (Opioid growth factor) (OGF); PENK(114-133); PENK(143-183); Met-enkephalin-Arg-Gly-Leu; Leu-enkephalin; PENK(237-258); Met-enkephalin-Arg-Phe],P35372,Homo sapiens (Human),"30,787",
P12955,reviewed,Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase),P54253; P54274,Homo sapiens (Human),"54,548",3.4.13.9
O15055,reviewed,Period circadian protein homolog 2 (hPER2) (Circadian clock protein PERIOD 2),P48730; P49674; Q14241; Q96PV6; P61968; P40692; J3QSH9; P29590; P11441,Homo sapiens (Human),"136,579",
O75192,reviewed,Peroxisomal membrane protein 11A (HsPEX11p) (28 kDa peroxisomal integral membrane protein) (PMP28) (Peroxin-11A) (Peroxisomal biogenesis factor 11A) (Protein PEX11 homolog alpha) (PEX11-alpha),,Homo sapiens (Human),"28,353",
O75381,reviewed,Peroxisomal membrane protein PEX14 (PTS1 receptor-docking protein) (Peroxin-14) (Peroxisomal membrane anchor protein PEX14),Q9Y6Y1; Q9BS16; Q8TDI0; Q9BT78; Q14204; Q8IYM0; O43681; Q9Y4F3; Q14511; P40855; P50542,Homo sapiens (Human),"41,237",
P28328,reviewed,Peroxisome biogenesis factor 2 (35 kDa peroxisomal membrane protein) (Peroxin-2) (Peroxisomal membrane protein 3) (Peroxisome assembly factor 1) (PAF-1) (RING finger protein 72),P40855,Homo sapiens (Human),"34,843",
P02776,reviewed,"Platelet factor 4 (PF-4) (C-X-C motif chemokine 4) (Iroplact) (Oncostatin-A) [Cleaved into: Platelet factor 4, short form (Endothelial cell growth inhibitor)]",P02749; P51671; Q99616; Q92583; P13500; P78556; O00585; O15444; Q9Y258; Q9NRJ3; P13501; P13501; P02778; O14625; P48061; O95715; Q6UXB2; P19875; P80162; P10145; Q07325; P47992; P02749; P0DTC2; P13501; P13501,Homo sapiens (Human),"10,845",
P10720,reviewed,Platelet factor 4 variant (C-X-C motif chemokine 4 variant) (CXCL4L1) (PF4alt) (PF4var1) [Cleaved into: Platelet factor 4 variant(4-74); Platelet factor 4 variant(5-74); Platelet factor 4 variant(6-74)],O00585; O15444; O14625; P48061; P47992,Homo sapiens (Human),"11,553",
O15067,reviewed,Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase) (Phosphoribosylformylglycineamide amidotransferase),,Homo sapiens (Human),"144,734",6.3.5.3
Q99471,reviewed,Prefoldin subunit 5 (Myc modulator 1) (c-Myc-binding protein Mm-1),Q9NYB9-2; Q3KP44; O75934; P41182; O14503; Q5SWW7; Q5T681; Q9H1P6; Q6P5X5; Q96LM5; Q8N865; Q13137; E9PSE9; Q1MSJ5-1; Q9NQL9; Q8TEW6; Q9P104-2; P41970; Q6ZVH7; Q6NZ36-4; Q5T9C2-3; Q9BQ89; Q7L5A3; A4D161; Q8WU58; Q86YD7; O76003; Q8IVS8; O95872; Q9H4Y5; Q96NT3-2; Q9GZV7; Q03014; P17482; P31273; P42858; Q9UKT9; Q14005-2; Q0VD86; Q9BZI1; P78412; Q7L273; O60341; O14901; Q2WGJ6; Q9P2K6; Q6P4E2; Q8TBB1; Q13163; Q8WXB1; Q8IVT2; Q9BRJ2; Q9UBF9; Q9NP98; Q9H2A3; Q86UR1-2; Q96HA8; Q9HBE1-4; P55771; Q7Z412; Q9UHV9; O43189; Q9UPV7; C9JJ79; P78337; Q99697-2; Q7Z3K3; Q7Z5V6-2; O43741; Q99633; P0CG20; P28070; P28062-2; P61289; Q8N443; Q0D2K3; Q7L4I2; Q9BVN2; Q8IYX7; Q9BWG6; O00560; Q6ZSJ9; Q8ND83; Q8IYB5-2; Q9H0W8; O95863; Q9BV90; P14678-2; Q5JUK2; Q99932-2; Q9NZD8; B7ZLI8; Q9BSW7; Q9Y6J9; O15119; Q9Y242; Q92734; Q08117-2; O75865-2; Q9UIW0; P61758; Q14119; Q99990; Q64LD2-2; P62699; Q53FD0-2; Q9UQR1-2; Q9DUN1,Homo sapiens (Human),"17,328",
O60825,reviewed,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 (6PF-2-K/Fru-2,6-P2ase 2) (PFK/FBPase 2) (6PF-2-K/Fru-2,6-P2ase heart-type isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]",P63104,Homo sapiens (Human),"58,477",2.7.1.105; 3.1.3.46
Q16875,reviewed,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3 (6PF-2-K/Fru-2,6-P2ase 3) (PFK/FBPase 3) (6PF-2-K/Fru-2,6-P2ase brain/placenta-type isozyme) (Renal carcinoma antigen NY-REN-56) (iPFK-2) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]",P16118,Homo sapiens (Human),"59,609",2.7.1.105; 3.1.3.46
P08237,reviewed,"ATP-dependent 6-phosphofructokinase, muscle type (ATP-PFK) (PFK-M) (EC 2.7.1.11) (6-phosphofructokinase type A) (Phosphofructo-1-kinase isozyme A) (PFK-A) (Phosphohexokinase)",P17858; Itself; Q8IUQ4,Homo sapiens (Human),"85,183",2.7.1.11
P52209,reviewed,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",,Homo sapiens (Human),"53,140",1.1.1.44
P49763,reviewed,Placenta growth factor (PlGF),P17948,Homo sapiens (Human),"24,789",
P53609,reviewed,Geranylgeranyl transferase type-1 subunit beta (EC 2.5.1.59) (Geranylgeranyl transferase type I subunit beta) (GGTase-I-beta) (Type I protein geranyl-geranyltransferase subunit beta),P49354,Homo sapiens (Human),"42,368",2.5.1.59
P36871,reviewed,Phosphoglucomutase-1 (PGM 1) (EC 5.4.2.2) (Glucose phosphomutase 1),Q9BSI4,Homo sapiens (Human),"61,449",5.4.2.2
Q96G03,reviewed,Phosphopentomutase (EC 5.4.2.7) (Glucose phosphomutase 2) (Phosphodeoxyribomutase) (Phosphoglucomutase-2) (EC 5.4.2.2),P04792; Q9BSI4,Homo sapiens (Human),"68,283",5.4.2.7; 5.4.2.2
O95394,reviewed,Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase) (Phosphoglucomutase-3) (PGM 3),,Homo sapiens (Human),"59,852",5.4.2.3
P06401,reviewed,Progesterone receptor (PR) (Nuclear receptor subfamily 3 group C member 3),Q9H467; P03372; Itself; P40763; P03372,Homo sapiens (Human),"98,981",
O00264,reviewed,Membrane-associated progesterone receptor component 1 (mPR) (Dap1) (IZA),Q13323; P49069; Q9H6E4; O76071; Q8NES8; P34910-2; P22830; O43681; Q8NBJ4; Q8N6L0; Q9UJ90; O15173; P16435; Q96EQ0; Q9NQZ8; P00181,Homo sapiens (Human),"21,671",
P78562,reviewed,Phosphate-regulating neutral endopeptidase PHEX (EC 3.4.24.-) (Metalloendopeptidase homolog PEX) (Vitamin D-resistant hypophosphatemic rickets protein) (X-linked hypophosphatemia protein) (HYP),Q9NQ76,Homo sapiens (Human),"86,474",3.4.24.-
O43189,reviewed,PHD finger protein 1 (Protein PHF1) (hPHF1) (Polycomb-like protein 1) (hPCl1),Q9NYB9-2; Q03989; Q96B67; Q9ULK2; Q5T686; Q6PI77; O14503; Q96CA5; Q8N9W6-4; Q9H6J7-2; Q13137; Q9NRI5-2; Q92782-2; Q5JST6; Q15910; Q14192; P53539; A6NEM1; Q92917; Q9BPX1; Q0VD86; Q5VVH5; Q6ZU52; Q6A162; P52954; Q9BRK4; Q9Y5V3; Q99750; Q6FHY5; Q6PF18; Q15742; Q9HBE1-4; Q9NR12; Q99471; Q4G0R1; P86480; Q8NC74; Q93062; Q93062-3; Q9H0W8; O60504; Q99932-2; Q12800; Q9UBB9; Q9NVV9; Q08117-2; Q63HR2; Q96NM4-3; Q05BL1; P36406; Q70EL1-9; Q08AM6; Q96DT7-3; Q05516; Q9NZV7; O60304; Q8TF50; P0C7X2; Q9NQZ8; Q9UGI0,Homo sapiens (Human),"62,106",
Q9UIL8,reviewed,PHD finger protein 11 (BRCA1 C-terminus-associated protein) (Renal carcinoma antigen NY-REN-34),P61970; O00560; Q9H0A9-2; Q8WW24; Q8WV44,Homo sapiens (Human),"37,582",
Q96QT6,reviewed,PHD finger protein 12 (PHD factor 1) (Pf1),Q9UBU8-2; Q8N8Y2; Q9UBU8-2,Homo sapiens (Human),"109,698",
Q5T6S3,reviewed,PHD finger protein 19 (Polycomb-like protein 3) (hPCL3),Q9UBB4; O95429; Q8WUW1; P68400; Q01658; Q92997; P29692-2; P14136; Q00403; P09067; Q8NBZ0; O60341; Q9BRK4; P19404; Q9NRD5; D3DTS7; A0JP26; Q9P2K3-2; Q8TAD8; O43463; Q9H5I1; Q9NVV9; Q9BT49; Q9H2G4; Q96MU7; Q96EG3; Q9UGI0,Homo sapiens (Human),"65,591",
O75151,reviewed,Lysine-specific demethylase PHF2 (EC 1.14.11.-) (GRC5) (PHD finger protein 2),,Homo sapiens (Human),"120,775",1.14.11.-
Q9BVI0,reviewed,PHD finger protein 20 (Glioma-expressed antigen 2) (Hepatocellular carcinoma-associated antigen 58) (Novel zinc finger protein) (Transcription factor TZP),P68431; P62805,Homo sapiens (Human),"115,386",
Q7RTV0,reviewed,PHD finger-like domain-containing protein 5A (PHD finger-like domain protein 5A) (Splicing factor 3B-associated 14 kDa protein) (SF3b14b),G5E9A7; O60333-2; P60891; Q15428; Q7Z699; O76024,Homo sapiens (Human),"12,405",
Q9UPP1,reviewed,Histone lysine demethylase PHF8 (EC 1.14.11.27) (EC 1.14.11.65) (PHD finger protein 8) ([histone H3]-dimethyl-L-lysine(36) demethylase PHF8) ([histone H3]-dimethyl-L-lysine(9) demethylase PHF8),Q96QS3; Q06330; P51610-1; Q15156; P10276,Homo sapiens (Human),"117,864",1.14.11.27; 1.14.11.65
Q8WWQ0,reviewed,PH-interacting protein (PHIP) (DDB1- and CUL4-associated factor 14) (IRS-1 PH domain-binding protein) (WD repeat-containing protein 11),P40337-2,Homo sapiens (Human),"206,689",
P46020,reviewed,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform (Phosphorylase kinase alpha M subunit)",Q9UGJ1-2,Homo sapiens (Human),"137,312",
P46019,reviewed,"Phosphorylase b kinase regulatory subunit alpha, liver isoform (Phosphorylase kinase alpha L subunit)",Q93100-4; P15735; Q7Z699; P06132,Homo sapiens (Human),"138,408",
Q93100,reviewed,Phosphorylase b kinase regulatory subunit beta (Phosphorylase kinase subunit beta),Q13554; Q96RG2; P46019,Homo sapiens (Human),"124,884",
Q16816,reviewed,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (PHK-gamma-M) (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)",,Homo sapiens (Human),"45,024",2.7.11.19; 2.7.11.1; 2.7.11.26
P15735,reviewed,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform (PHK-gamma-LT) (PHK-gamma-T) (EC 2.7.11.19) (PSK-C3) (Phosphorylase kinase subunit gamma-2)",P43356; P46019,Homo sapiens (Human),"46,442",2.7.11.19
Q8TCT1,reviewed,Phosphoethanolamine/phosphocholine phosphatase (EC 3.1.3.75),Q8NHQ8-2,Homo sapiens (Human),"29,713",3.1.3.75
O14813,reviewed,Paired mesoderm homeobox protein 2A (ARIX1 homeodomain protein) (Aristaless homeobox protein homolog) (Paired-like homeobox 2A),P50570-2; O43464; P41219,Homo sapiens (Human),"29,653",
Q99453,reviewed,Paired mesoderm homeobox protein 2B (Neuroblastoma Phox) (NBPhox) (PHOX2B homeodomain protein) (Paired-like homeobox 2B),,Homo sapiens (Human),"31,621",
O14832,reviewed,"Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH)",Q6PCB6; Q96FT7-4; Q8N865; Q9UJX2; Q9UNS2; Q8IUI8; Q3B7T1; P29323-3; Q8IZU0; A5PKX9; Q9Y2M5; Q9UPM6; P43364; Q9UDY8-2; Q6GQQ9-2; O75925; Q9ULX5; O00463; Q86UV6-2,Homo sapiens (Human),"38,538",1.14.11.18
P19957,reviewed,Elafin (Elastase-specific inhibitor) (ESI) (Peptidase inhibitor 3) (PI-3) (Protease inhibitor WAP3) (Skin-derived antileukoproteinase) (SKALP) (WAP four-disulfide core domain protein 14),,Homo sapiens (Human),"12,270",
Q9BTU6,reviewed,Phosphatidylinositol 4-kinase type 2-alpha (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-alpha),Q96J02,Homo sapiens (Human),"54,022",2.7.1.67
Q8TCG2,reviewed,Phosphatidylinositol 4-kinase type 2-beta (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-beta) (PI4KII-BETA),,Homo sapiens (Human),"54,744",2.7.1.67
P42356,reviewed,Phosphatidylinositol 4-kinase alpha (PI4-kinase alpha) (PI4K-alpha) (PtdIns-4-kinase alpha) (EC 2.7.1.67) (Phosphatidylinositol 4-Kinase III alpha),P27958; Q99IB8,Homo sapiens (Human),"236,830",2.7.1.67
Q9UBF8,reviewed,Phosphatidylinositol 4-kinase beta (PI4K-beta) (PI4Kbeta) (PtdIns 4-kinase beta) (EC 2.7.1.67) (NPIK) (PI4K92) (PI4KIII),Q9H3P7; P03495; P03300; P62491,Homo sapiens (Human),"91,379",2.7.1.67
O75925,reviewed,E3 SUMO-protein ligase PIAS1 (EC 2.3.2.-) (DEAD/H box-binding protein 1) (E3 SUMO-protein transferase PIAS1) (Gu-binding protein) (GBP) (Protein inhibitor of activated STAT protein 1) (RNA helicase II-binding protein),P01023; A0A0S2Z5Q7; Q92870-2; P45381; P54253; Q9UBB4; P54252; Q9UKL3; P48643; G5E9A7; P26378-2; Q13216-2; Q16595; Q53GS7; P28799; P07686; P28358; P04792; O43464; P42858; O60333-2; P02545; P02545-2; Q9UIS9; P51608; P19404; P35240; P35240-4; P29474; O43933; O00628; O14832; P50897; O75626; P05129; P41219; Q16637; P37840; Q16143; Q7Z699; Q6NUL7; Q9NUW8; P04637; O76024; P54577; Q9P1N4; P29991,Homo sapiens (Human),"71,836",2.3.2.-
O75928,reviewed,E3 SUMO-protein ligase PIAS2 (EC 2.3.2.-) (Androgen receptor-interacting protein 3) (ARIP3) (DAB2-interacting protein) (DIP) (E3 SUMO-protein transferase PIAS2) (Msx-interacting zinc finger protein) (Miz1) (PIAS-NY protein) (Protein inhibitor of activated STAT x) (Protein inhibitor of activated STAT2),Q96HD9; Q8TD31-3; O95273; P14136; Q08379; P20592; P01106; Q8IVL1; O43741; P63244; Q96T51; P63165; G2XKQ0; P36406; Q969E8; P63279; Q7KZS0; O96006; Q96BR9; Q59GP6; P15336; Q7Z6I8; P35520; Q9UFW8; P16220; P17661; Q05D60; Q14565; Q96F86; Q96B26; Q9BPY3; O75344; P14136; Q6ISB3; Q6NT76; Q9NP66; Q9P0W2; Q9UGU5; O60812; Q9BUJ2; Q86YM7; Q9UJC3; Q13422-7; P20839-3; Q9BVG8-5; Q5T753; Q5TA81; Q9UH92-3; P20591; Q9Y5B8; P22234; O75569; P41219; P48378; Q06455-2; Q15436; P35711-4; Q9H0A9-2; Q9BUA3; P63165; Q17R54; P07101-3; Q12933; Q13114; O00463; Q86XT4; Q969E8; P40222; Q8TF42; Q7KZS0; Q9UMX0; Q05516; Q96K80; Q96MM3; Q9P2F9; O60232,Homo sapiens (Human),"68,240",2.3.2.-
Q9Y6X2,reviewed,E3 SUMO-protein ligase PIAS3 (EC 2.3.2.-) (E3 SUMO-protein transferase PIAS3) (Protein inhibitor of activated STAT protein 3),Q92993; Q8TAP4-4; Q9UIS9; O60664; P17252; Q15047-2; P61981,Homo sapiens (Human),"68,017",2.3.2.-
Q8N2W9,reviewed,E3 SUMO-protein ligase PIAS4 (EC 2.3.2.27) (PIASy) (Protein inhibitor of activated STAT protein 4) (Protein inhibitor of activated STAT protein gamma) (PIAS-gamma),O43865; P05067; Q14457; Q96IK1-2; Q9BSJ5; P27797; Q8N5S9-2; Q6ZP82; P12830; Q15078; Q8IUI8; P36957; O00472; P11474; Q6P1L5; Q8TAK5; F2Z2M7; P15976-2; Q9Y4H4; Q16665; P09017; P42858; P80217-2; Q9UKP3-2; Q8WZ19; Q9UIH9; Q92615; Q5T752; Q14693; Q8TD91-2; Q9NP98; I6L9F6; Q8TDX7; O60551; P09874; P57052; Q04206; O75446; O60902-3; Q96GM5; Q86W54-2; P61956; O60506-4; O75528; P04637; Q05BL1; O00635; Q9NX94; Q8NCN2; O95789-4,Homo sapiens (Human),"56,504",2.3.2.27
Q92508,reviewed,Piezo-type mechanosensitive ion channel component 1 (Membrane protein induced by beta-amyloid treatment) (Mib) (Protein FAM38A),P04155,Homo sapiens (Human),"286,790",
O00750,reviewed,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta (PI3K-C2-beta) (PtdIns-3-kinase C2 subunit beta) (EC 2.7.1.137) (EC 2.7.1.154) (C2-PI3K) (Phosphoinositide 3-kinase-C2-beta),P00533; P04626; P62993; P16333; P14373; P63104,Homo sapiens (Human),"184,768",2.7.1.137; 2.7.1.154
Q8NEB9,reviewed,Phosphatidylinositol 3-kinase catalytic subunit type 3 (PI3-kinase type 3) (PI3K type 3) (PtdIns-3-kinase type 3) (EC 2.7.1.137) (Phosphatidylinositol 3-kinase p100 subunit) (Phosphoinositide-3-kinase class 3) (hVps34),Q6ZNE5; Q14457; Q96F24; Q92622; Q9P2Y5; Q17UT5,Homo sapiens (Human),"101,549",2.7.1.137
P42336,reviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide 3-kinase alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)",P54253; P54252; P21860; P01100; P62993; P42858; P35568; P27986; P27986-2; Q92569,Homo sapiens (Human),"124,284",2.7.1.137; 2.7.1.153; 2.7.11.1
P42338,reviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit beta) (PtdIns-3-kinase subunit p110-beta) (p110beta) (Serine/threonine protein kinase PIK3CB) (EC 2.7.11.1)",P05067; P27986; P27986-2; O00459; Q92569,Homo sapiens (Human),"122,762",2.7.1.153; 2.7.11.1
